,product_category_name_english,customer_state,avg_freight_cost,total_late_deliveries,combined_label
494,fashion_bags_accessories,PE,25.79,2.0,PE - fashion_bags_accessories
495,industry_commerce_and_business,GO,39.79,2.0,GO - industry_commerce_and_business
496,consoles_games,CE,38.71,2.0,CE - consoles_games
497,computers,PE,62.81,2.0,PE - computers
498,cool_stuff,RN,41.34,2.0,RN - cool_stuff
499,housewares,PA,41.3,2.0,PA - housewares
500,drinks,RS,20.76,2.0,RS - drinks
501,office_furniture,RN,99.49,2.0,RN - office_furniture
502,watches_gifts,PB,34.88,2.0,PB - watches_gifts
503,christmas_supplies,MS,16.45,2.0,MS - christmas_supplies
504,food,SC,16.64,2.0,SC - food
505,home_comfort_2,GO,15.94,2.0,GO - home_comfort_2
506,computers_accessories,RN,32.69,2.0,RN - computers_accessories
507,luggage_accessories,MA,63.8,2.0,MA - luggage_accessories
508,fashion_bags_accessories,PB,39.33,2.0,PB - fashion_bags_accessories
509,home_appliances,SC,23.12,2.0,SC - home_appliances
510,pet_shop,MS,22.65,2.0,MS - pet_shop
511,audio,MT,21.69,2.0,MT - audio
512,health_beauty,RR,36.25,2.0,RR - health_beauty
513,baby,SE,54.12,2.0,SE - baby
514,construction_tools_construction,PR,25.69,2.0,PR - construction_tools_construction
515,stationery,PE,33.1,2.0,PE - stationery
516,fashion_male_clothing,SP,12.37,2.0,SP - fashion_male_clothing
517,audio,MG,17.34,2.0,MG - audio
518,housewares,RN,33.17,2.0,RN - housewares
519,audio,DF,17.14,2.0,DF - audio
520,computers,BA,38.22,2.0,BA - computers
521,fashion_underwear_beach,BA,18.37,2.0,BA - fashion_underwear_beach
522,costruction_tools_garden,CE,38.44,2.0,CE - costruction_tools_garden
523,garden_tools,DF,23.69,2.0,DF - garden_tools
524,perfumery,PA,27.52,2.0,PA - perfumery
525,fashion_shoes,MG,17.87,2.0,MG - fashion_shoes
526,food,PE,19.24,2.0,PE - food
527,fashion_underwear_beach,SC,17.09,2.0,SC - fashion_underwear_beach
528,market_place,SC,16.88,2.0,SC - market_place
529,signaling_and_security,SE,24.72,2.0,SE - signaling_and_security
530,construction_tools_safety,RJ,18.46,2.0,RJ - construction_tools_safety
531,food_drink,SP,13.63,2.0,SP - food_drink
532,fashion_shoes,SP,14.28,2.0,SP - fashion_shoes
533,stationery,PR,20.09,2.0,PR - stationery
534,home_confort,ES,18.1,2.0,ES - home_confort
535,books_general_interest,SC,16.55,2.0,SC - books_general_interest
536,food_drink,MG,16.77,2.0,MG - food_drink
537,pet_shop,GO,25.3,2.0,GO - pet_shop
538,stationery,RN,38.6,2.0,RN - stationery
539,agro_industry_and_commerce,SP,20.06,1.0,SP - agro_industry_and_commerce
540,food_drink,PR,17.64,1.0,PR - food_drink
541,fashion_shoes,RN,48.45,1.0,RN - fashion_shoes
542,industry_commerce_and_business,SC,30.16,1.0,SC - industry_commerce_and_business
543,luggage_accessories,PI,46.94,1.0,PI - luggage_accessories
544,home_appliances,AM,48.02,1.0,AM - home_appliances
545,small_appliances,SC,29.62,1.0,SC - small_appliances
546,costruction_tools_tools,RJ,18.59,1.0,RJ - costruction_tools_tools
547,furniture_mattress_and_upholstery,SC,65.43,1.0,SC - furniture_mattress_and_upholstery
548,home_confort,PE,28.69,1.0,PE - home_confort
549,home_appliances_2,ES,32.93,1.0,ES - home_appliances_2
550,musical_instruments,PE,47.68,1.0,PE - musical_instruments
551,consoles_games,PR,17.0,1.0,PR - consoles_games
552,fashion_bags_accessories,AL,32.86,1.0,AL - fashion_bags_accessories
553,kitchen_dining_laundry_garden_furniture,PR,45.21,1.0,PR - kitchen_dining_laundry_garden_furniture
554,fashion_bags_accessories,MT,21.14,1.0,MT - fashion_bags_accessories
555,books_general_interest,MT,21.84,1.0,MT - books_general_interest
556,kitchen_dining_laundry_garden_furniture,RN,42.82,1.0,RN - kitchen_dining_laundry_garden_furniture
557,audio,PB,24.55,1.0,PB - audio
558,drinks,PR,19.99,1.0,PR - drinks
559,pet_shop,PB,31.89,1.0,PB - pet_shop
560,food,AM,38.01,1.0,AM - food
561,fashion_shoes,PR,13.88,1.0,PR - fashion_shoes
562,books_technical,TO,26.63,1.0,TO - books_technical
563,musical_instruments,SE,46.92,1.0,SE - musical_instruments
564,home_confort,PB,53.16,1.0,PB - home_confort
565,music,PR,14.74,1.0,PR - music
566,fashion_underwear_beach,MS,16.82,1.0,MS - fashion_underwear_beach
567,electronics,PA,33.94,1.0,PA - electronics
568,,PI,37.86,1.0,
569,diapers_and_hygiene,SP,12.74,1.0,SP - diapers_and_hygiene
570,small_appliances,MA,28.95,1.0,MA - small_appliances
571,bed_bath_table,PB,38.96,1.0,PB - bed_bath_table
572,computers_accessories,SE,25.98,1.0,SE - computers_accessories
573,fashion_bags_accessories,RN,37.85,1.0,RN - fashion_bags_accessories
574,christmas_supplies,CE,39.55,1.0,CE - christmas_supplies
575,toys,AC,27.75,1.0,AC - toys
576,drinks,AL,34.15,1.0,AL - drinks
577,home_construction,PR,22.14,1.0,PR - home_construction
578,books_technical,PI,14.75,1.0,PI - books_technical
579,furniture_decor,AC,35.85,1.0,AC - furniture_decor
580,home_confort,CE,28.19,1.0,CE - home_confort
581,home_comfort_2,SP,11.98,1.0,SP - home_comfort_2
582,costruction_tools_tools,ES,21.26,1.0,ES - costruction_tools_tools
583,perfumery,RO,27.12,1.0,RO - perfumery
584,books_technical,BA,18.9,1.0,BA - books_technical
585,home_appliances_2,BA,76.22,1.0,BA - home_appliances_2
586,drinks,MS,16.12,1.0,MS - drinks
587,perfumery,SE,26.19,1.0,SE - perfumery
588,home_appliances,BA,20.79,1.0,BA - home_appliances
589,industry_commerce_and_business,DF,30.09,1.0,DF - industry_commerce_and_business
590,air_conditioning,RS,29.48,1.0,RS - air_conditioning
591,christmas_supplies,RS,22.6,1.0,RS - christmas_supplies
592,furniture_bedroom,RJ,49.33,1.0,RJ - furniture_bedroom
593,home_comfort_2,MG,12.02,1.0,MG - home_comfort_2
594,signaling_and_security,RJ,21.68,1.0,RJ - signaling_and_security
595,fixed_telephony,AL,27.47,1.0,AL - fixed_telephony
596,small_appliances,DF,35.25,1.0,DF - small_appliances
597,home_appliances,RR,56.96,1.0,RR - home_appliances
598,computers,AC,51.7,1.0,AC - computers
599,costruction_tools_garden,PR,17.29,1.0,PR - costruction_tools_garden
600,fashion_bags_accessories,MA,27.65,1.0,MA - fashion_bags_accessories
601,kitchen_dining_laundry_garden_furniture,SC,40.26,1.0,SC - kitchen_dining_laundry_garden_furniture
602,cool_stuff,AP,24.6,1.0,AP - cool_stuff
603,construction_tools_construction,CE,33.55,1.0,CE - construction_tools_construction
604,fashion_male_clothing,RJ,17.02,1.0,RJ - fashion_male_clothing
605,musical_instruments,PI,37.6,1.0,PI - musical_instruments
606,home_appliances,CE,59.48,1.0,CE - home_appliances
607,agro_industry_and_commerce,AL,42.25,1.0,AL - agro_industry_and_commerce
608,industry_commerce_and_business,PR,31.16,1.0,PR - industry_commerce_and_business
609,home_appliances_2,RS,66.63,1.0,RS - home_appliances_2
610,drinks,PA,20.78,1.0,PA - drinks
611,food_drink,SC,13.47,1.0,SC - food_drink
612,toys,MA,36.73,1.0,MA - toys
613,cool_stuff,AM,30.22,1.0,AM - cool_stuff
614,bed_bath_table,TO,40.55,1.0,TO - bed_bath_table
615,books_general_interest,MA,32.21,1.0,MA - books_general_interest
616,furniture_mattress_and_upholstery,RN,39.29,1.0,RN - furniture_mattress_and_upholstery
617,fixed_telephony,PA,36.5,1.0,PA - fixed_telephony
618,art,SC,22.82,1.0,SC - art
619,fashion_shoes,SC,17.72,1.0,SC - fashion_shoes
620,stationery,AL,28.03,1.0,AL - stationery
621,industry_commerce_and_business,BA,30.92,1.0,BA - industry_commerce_and_business
622,office_furniture,AL,32.83,1.0,AL - office_furniture
623,books_general_interest,CE,59.67,1.0,CE - books_general_interest
624,christmas_supplies,PR,16.62,1.0,PR - christmas_supplies
625,home_construction,CE,34.4,1.0,CE - home_construction
626,flowers,RJ,16.9,1.0,RJ - flowers
627,small_appliances_home_oven_and_coffee,MS,68.4,1.0,MS - small_appliances_home_oven_and_coffee
628,costruction_tools_garden,BA,24.8,1.0,BA - costruction_tools_garden
629,bed_bath_table,MT,23.73,1.0,MT - bed_bath_table
630,fixed_telephony,PB,29.67,1.0,PB - fixed_telephony
631,furniture_living_room,BA,39.22,1.0,BA - furniture_living_room
632,home_confort,RN,25.12,1.0,RN - home_confort
633,stationery,AM,28.34,1.0,AM - stationery
634,books_technical,MG,18.44,1.0,MG - books_technical
635,dvds_blu_ray,PE,20.98,1.0,PE - dvds_blu_ray
636,furniture_mattress_and_upholstery,RJ,43.55,1.0,RJ - furniture_mattress_and_upholstery
637,small_appliances_home_oven_and_coffee,MT,86.7,1.0,MT - small_appliances_home_oven_and_coffee
638,computers,RS,62.67,1.0,RS - computers
639,sports_leisure,RR,49.04,1.0,RR - sports_leisure
640,,DF,16.8,1.0,
641,construction_tools_construction,DF,21.98,1.0,DF - construction_tools_construction
642,agro_industry_and_commerce,ES,22.44,1.0,ES - agro_industry_and_commerce
643,costruction_tools_tools,SC,23.49,1.0,SC - costruction_tools_tools
644,fashion_shoes,PE,30.73,1.0,PE - fashion_shoes
645,food,DF,18.53,1.0,DF - food
646,home_comfort_2,BA,16.79,1.0,BA - home_comfort_2
647,,AL,28.87,1.0,
648,fixed_telephony,RJ,21.82,1.0,RJ - fixed_telephony
649,furniture_living_room,SE,97.0,1.0,SE - furniture_living_room
650,perfumery,MA,30.98,1.0,MA - perfumery
651,fashion_shoes,RJ,17.49,1.0,RJ - fashion_shoes
652,computers,ES,98.57,1.0,ES - computers
653,fashion_shoes,PI,38.95,1.0,PI - fashion_shoes
654,home_appliances_2,MT,51.85,1.0,MT - home_appliances_2
655,drinks,RJ,18.82,1.0,RJ - drinks
656,home_appliances_2,MS,49.39,1.0,MS - home_appliances_2
657,fixed_telephony,BA,21.04,1.0,BA - fixed_telephony
658,furniture_bedroom,MS,45.71,1.0,MS - furniture_bedroom
659,cine_photo,SP,12.5,1.0,SP - cine_photo
660,audio,PA,40.67,1.0,PA - audio
661,drinks,BA,19.52,1.0,BA - drinks
662,books_imported,MG,15.48,1.0,MG - books_imported
663,home_construction,AM,62.1,1.0,AM - home_construction
664,housewares,AL,33.78,1.0,AL - housewares
665,home_confort,SC,19.78,1.0,SC - home_confort
666,furniture_living_room,PB,75.88,1.0,PB - furniture_living_room
667,,MS,15.56,1.0,
668,construction_tools_lights,MA,81.2,1.0,MA - construction_tools_lights
669,books_imported,SP,9.11,1.0,SP - books_imported
670,home_construction,ES,21.25,1.0,ES - home_construction
671,small_appliances_home_oven_and_coffee,SP,28.47,1.0,SP - small_appliances_home_oven_and_coffee
672,arts_and_craftmanship,SP,11.53,1.0,SP - arts_and_craftmanship
673,garden_tools,MS,37.72,1.0,MS - garden_tools
674,fashion_underwear_beach,PE,25.99,1.0,PE - fashion_underwear_beach
675,arts_and_craftmanship,DF,22.21,1.0,DF - arts_and_craftmanship
676,garden_tools,MT,27.08,1.0,MT - garden_tools
677,music,CE,19.74,1.0,CE - music
678,musical_instruments,MS,38.01,1.0,MS - musical_instruments
679,auto,TO,33.11,1.0,TO - auto
680,costruction_tools_tools,SP,15.96,1.0,SP - costruction_tools_tools
681,pet_shop,AL,76.94,1.0,AL - pet_shop
682,electronics,TO,30.44,1.0,TO - electronics
683,construction_tools_construction,SC,22.92,1.0,SC - construction_tools_construction
684,musical_instruments,MT,97.9,1.0,MT - musical_instruments
685,fixed_telephony,CE,34.11,1.0,CE - fixed_telephony
686,home_confort,MS,23.19,1.0,MS - home_confort
687,electronics,AP,32.61,1.0,AP - electronics
688,bed_bath_table,RN,37.6,1.0,RN - bed_bath_table
689,fashio_female_clothing,SP,10.19,1.0,SP - fashio_female_clothing
690,fashion_shoes,RS,17.44,1.0,RS - fashion_shoes
691,signaling_and_security,SC,16.78,1.0,SC - signaling_and_security
692,books_general_interest,PE,28.66,1.0,PE - books_general_interest
693,small_appliances,GO,34.9,1.0,GO - small_appliances
694,cine_photo,PR,21.26,1.0,PR - cine_photo
695,,PA,47.1,1.0,
696,furniture_living_room,GO,38.54,1.0,GO - furniture_living_room
697,small_appliances_home_oven_and_coffee,PR,41.87,1.0,PR - small_appliances_home_oven_and_coffee
698,home_confort,AL,38.18,1.0,AL - home_confort
699,kitchen_dining_laundry_garden_furniture,CE,81.8,1.0,CE - kitchen_dining_laundry_garden_furniture
700,home_appliances_2,SC,42.39,1.0,SC - home_appliances_2
701,construction_tools_lights,PR,34.86,1.0,PR - construction_tools_lights
702,auto,GO,22.2,1.0,GO - auto
703,agro_industry_and_commerce,BA,47.5,1.0,BA - agro_industry_and_commerce
704,cine_photo,PA,21.68,1.0,PA - cine_photo
705,health_beauty,RO,35.28,1.0,RO - health_beauty
706,christmas_supplies,SP,13.02,1.0,SP - christmas_supplies
707,costruction_tools_tools,MS,19.32,1.0,MS - costruction_tools_tools
708,home_appliances_2,PR,38.16,1.0,PR - home_appliances_2
709,furniture_living_room,CE,41.49,1.0,CE - furniture_living_room
710,construction_tools_construction,RN,39.9,1.0,RN - construction_tools_construction
711,home_confort,MA,62.02,1.0,MA - home_confort
712,home_confort,MG,20.7,1.0,MG - home_confort
713,industry_commerce_and_business,RS,29.78,1.0,RS - industry_commerce_and_business
714,telephony,RO,33.78,1.0,RO - telephony
715,stationery,SE,30.51,1.0,SE - stationery
716,agro_industry_and_commerce,PE,95.36,1.0,PE - agro_industry_and_commerce
717,industry_commerce_and_business,CE,26.03,1.0,CE - industry_commerce_and_business
718,food_drink,ES,18.37,1.0,ES - food_drink
719,christmas_supplies,MG,20.51,1.0,MG - christmas_supplies
720,baby,PI,62.35,1.0,PI - baby
721,fashion_bags_accessories,PI,25.97,1.0,PI - fashion_bags_accessories
722,construction_tools_safety,SC,21.19,1.0,SC - construction_tools_safety
723,market_place,BA,52.17,1.0,BA - market_place
724,pet_shop,MA,37.53,1.0,MA - pet_shop
725,home_construction,PI,42.2,1.0,PI - home_construction
726,costruction_tools_garden,RS,22.68,1.0,RS - costruction_tools_garden
727,luggage_accessories,MS,27.03,1.0,MS - luggage_accessories
728,books_technical,PR,18.55,1.0,PR - books_technical
729,fixed_telephony,MG,18.01,1.0,MG - fixed_telephony
730,cine_photo,BA,23.05,1.0,BA - cine_photo
731,small_appliances_home_oven_and_coffee,BA,47.6,1.0,BA - small_appliances_home_oven_and_coffee
732,agro_industry_and_commerce,PR,31.8,1.0,PR - agro_industry_and_commerce
733,pet_shop,ES,25.38,1.0,ES - pet_shop
734,kitchen_dining_laundry_garden_furniture,MG,41.17,1.0,MG - kitchen_dining_laundry_garden_furniture
735,bed_bath_table,RR,71.65,1.0,RR - bed_bath_table
736,air_conditioning,ES,21.28,1.0,ES - air_conditioning
737,cine_photo,RJ,19.64,1.0,RJ - cine_photo
738,industry_commerce_and_business,AL,73.76,1.0,AL - industry_commerce_and_business
739,housewares,PE,34.07,1.0,PE - housewares
740,food_drink,MA,32.59,1.0,MA - food_drink
741,home_confort,GO,18.42,1.0,GO - home_confort
742,housewares,RO,37.6,1.0,RO - housewares
743,audio,TO,37.92,1.0,TO - audio
744,fashion_male_clothing,ES,31.42,1.0,ES - fashion_male_clothing
745,dvds_blu_ray,MG,17.48,1.0,MG - dvds_blu_ray
746,computers,PA,71.36,1.0,PA - computers
747,costruction_tools_tools,RS,26.14,1.0,RS - costruction_tools_tools
748,music,SP,15.74,1.0,SP - music
749,luggage_accessories,RS,32.69,1.0,RS - luggage_accessories
750,consoles_games,MA,33.39,1.0,MA - consoles_games
751,dvds_blu_ray,SP,17.41,1.0,SP - dvds_blu_ray
752,dvds_blu_ray,DF,14.46,1.0,DF - dvds_blu_ray
753,air_conditioning,PE,36.63,0.0,PE - air_conditioning
754,,AM,48.43,0.0,
755,housewares,AM,27.54,0.0,AM - housewares
756,cine_photo,RS,18.21,0.0,RS - cine_photo
757,home_construction,MT,39.99,0.0,MT - home_construction
758,fashion_shoes,AC,49.07,0.0,AC - fashion_shoes
759,dvds_blu_ray,RN,25.38,0.0,RN - dvds_blu_ray
760,garden_tools,RO,46.76,0.0,RO - garden_tools
761,construction_tools_safety,RS,17.62,0.0,RS - construction_tools_safety
762,signaling_and_security,ES,59.0,0.0,ES - signaling_and_security
763,furniture_bedroom,GO,59.62,0.0,GO - furniture_bedroom
764,tablets_printing_image,PA,23.39,0.0,PA - tablets_printing_image
765,home_appliances_2,GO,51.25,0.0,GO - home_appliances_2
766,market_place,MT,24.85,0.0,MT - market_place
767,fashion_sport,SC,18.59,0.0,SC - fashion_sport
768,computers,MT,52.53,0.0,MT - computers
769,construction_tools_construction,GO,22.72,0.0,GO - construction_tools_construction
770,fashio_female_clothing,RJ,14.84,0.0,RJ - fashio_female_clothing
771,audio,PE,25.16,0.0,PE - audio
772,home_appliances,GO,17.81,0.0,GO - home_appliances
773,baby,MT,28.06,0.0,MT - baby
774,housewares,TO,34.62,0.0,TO - housewares
775,baby,AL,49.02,0.0,AL - baby
776,signaling_and_security,GO,23.34,0.0,GO - signaling_and_security
777,costruction_tools_tools,BA,26.35,0.0,BA - costruction_tools_tools
778,pet_shop,RO,51.08,0.0,RO - pet_shop
779,home_appliances_2,TO,74.49,0.0,TO - home_appliances_2
780,furniture_living_room,SC,53.16,0.0,SC - furniture_living_room
781,agro_industry_and_commerce,MA,54.64,0.0,MA - agro_industry_and_commerce
782,agro_industry_and_commerce,MG,25.48,0.0,MG - agro_industry_and_commerce
783,books_imported,RS,17.45,0.0,RS - books_imported
784,fixed_telephony,PR,15.23,0.0,PR - fixed_telephony
785,books_general_interest,MS,16.04,0.0,MS - books_general_interest
786,consoles_games,RN,35.04,0.0,RN - consoles_games
787,small_appliances,PA,48.43,0.0,PA - small_appliances
788,home_appliances,TO,37.7,0.0,TO - home_appliances
789,books_general_interest,AL,50.94,0.0,AL - books_general_interest
790,construction_tools_safety,CE,22.71,0.0,CE - construction_tools_safety
791,computers,AL,28.19,0.0,AL - computers
792,housewares,AP,60.28,0.0,AP - housewares
793,musical_instruments,RO,22.67,0.0,RO - musical_instruments
794,air_conditioning,PB,50.85,0.0,PB - air_conditioning
795,christmas_supplies,RO,37.56,0.0,RO - christmas_supplies
796,party_supplies,PR,19.45,0.0,PR - party_supplies
797,musical_instruments,PB,41.8,0.0,PB - musical_instruments
798,dvds_blu_ray,PR,34.11,0.0,PR - dvds_blu_ray
799,small_appliances_home_oven_and_coffee,RS,23.48,0.0,RS - small_appliances_home_oven_and_coffee
800,food,GO,16.94,0.0,GO - food
801,home_construction,AL,63.55,0.0,AL - home_construction
802,fashio_female_clothing,BA,22.84,0.0,BA - fashio_female_clothing
803,market_place,MS,16.22,0.0,MS - market_place
804,home_appliances_2,AM,52.49,0.0,AM - home_appliances_2
805,fashion_sport,PA,25.63,0.0,PA - fashion_sport
806,construction_tools_construction,ES,36.41,0.0,ES - construction_tools_construction
807,art,RN,57.11,0.0,RN - art
808,books_technical,GO,16.06,0.0,GO - books_technical
809,consoles_games,AC,45.78,0.0,AC - consoles_games
810,computers,MS,91.68,0.0,MS - computers
811,home_confort,SE,75.8,0.0,SE - home_confort
812,art,PR,19.68,0.0,PR - art
813,home_confort,RO,28.37,0.0,RO - home_confort
814,costruction_tools_garden,PA,41.06,0.0,PA - costruction_tools_garden
815,furniture_bedroom,ES,20.43,0.0,ES - furniture_bedroom
816,fashion_underwear_beach,MT,18.8,0.0,MT - fashion_underwear_beach
817,market_place,AL,23.77,0.0,AL - market_place
818,construction_tools_lights,CE,99.3,0.0,CE - construction_tools_lights
819,furniture_living_room,PA,38.22,0.0,PA - furniture_living_room
820,construction_tools_lights,RS,24.36,0.0,RS - construction_tools_lights
821,food_drink,RN,27.26,0.0,RN - food_drink
822,,TO,22.05,0.0,
823,pet_shop,SE,32.47,0.0,SE - pet_shop
824,small_appliances_home_oven_and_coffee,RO,115.63,0.0,RO - small_appliances_home_oven_and_coffee
825,,RR,27.92,0.0,
826,market_place,RN,23.2,0.0,RN - market_place
827,furniture_living_room,DF,38.35,0.0,DF - furniture_living_room
828,consoles_games,MS,21.37,0.0,MS - consoles_games
829,fashion_sport,DF,14.1,0.0,DF - fashion_sport
830,cool_stuff,RO,53.99,0.0,RO - cool_stuff
831,luggage_accessories,AM,56.87,0.0,AM - luggage_accessories
832,home_appliances_2,PI,75.33,0.0,PI - home_appliances_2
833,office_furniture,RO,55.47,0.0,RO - office_furniture
834,industry_commerce_and_business,MG,23.23,0.0,MG - industry_commerce_and_business
835,fashion_sport,MG,14.4,0.0,MG - fashion_sport
836,diapers_and_hygiene,MG,15.23,0.0,MG - diapers_and_hygiene
837,fashion_male_clothing,CE,25.63,0.0,CE - fashion_male_clothing
838,fashion_underwear_beach,PR,14.71,0.0,PR - fashion_underwear_beach
839,office_furniture,PB,59.55,0.0,PB - office_furniture
840,musical_instruments,CE,48.6,0.0,CE - musical_instruments
841,fashio_female_clothing,GO,15.47,0.0,GO - fashio_female_clothing
842,fashion_male_clothing,RS,15.92,0.0,RS - fashion_male_clothing
843,tablets_printing_image,MG,14.45,0.0,MG - tablets_printing_image
844,construction_tools_safety,PB,28.24,0.0,PB - construction_tools_safety
845,home_appliances,PI,40.51,0.0,PI - home_appliances
846,audio,CE,35.56,0.0,CE - audio
847,luggage_accessories,GO,37.88,0.0,GO - luggage_accessories
848,bed_bath_table,RO,42.15,0.0,RO - bed_bath_table
849,books_imported,SE,24.77,0.0,SE - books_imported
850,flowers,SP,10.86,0.0,SP - flowers
851,fashion_shoes,MS,20.83,0.0,MS - fashion_shoes
852,fashio_female_clothing,ES,16.51,0.0,ES - fashio_female_clothing
853,cine_photo,PE,19.04,0.0,PE - cine_photo
854,books_general_interest,RN,10.85,0.0,RN - books_general_interest
855,furniture_mattress_and_upholstery,DF,9.33,0.0,DF - furniture_mattress_and_upholstery
856,watches_gifts,AC,46.03,0.0,AC - watches_gifts
857,furniture_mattress_and_upholstery,MG,53.97,0.0,MG - furniture_mattress_and_upholstery
858,construction_tools_construction,PI,51.97,0.0,PI - construction_tools_construction
859,office_furniture,SE,62.38,0.0,SE - office_furniture
860,food,PI,23.59,0.0,PI - food
861,drinks,MT,22.06,0.0,MT - drinks
862,dvds_blu_ray,MS,16.58,0.0,MS - dvds_blu_ray
863,construction_tools_lights,SE,80.11,0.0,SE - construction_tools_lights
864,luggage_accessories,TO,54.71,0.0,TO - luggage_accessories
865,construction_tools_lights,PE,33.46,0.0,PE - construction_tools_lights
866,construction_tools_safety,PE,46.13,0.0,PE - construction_tools_safety
867,air_conditioning,CE,45.55,0.0,CE - air_conditioning
868,food_drink,AL,24.48,0.0,AL - food_drink
869,consoles_games,MT,20.24,0.0,MT - consoles_games
870,kitchen_dining_laundry_garden_furniture,MT,100.09,0.0,MT - kitchen_dining_laundry_garden_furniture
871,signaling_and_security,BA,23.83,0.0,BA - signaling_and_security
872,construction_tools_safety,RO,62.44,0.0,RO - construction_tools_safety
873,market_place,PR,16.44,0.0,PR - market_place
874,flowers,MG,17.19,0.0,MG - flowers
875,baby,AC,58.04,0.0,AC - baby
876,costruction_tools_garden,DF,26.4,0.0,DF - costruction_tools_garden
877,construction_tools_safety,SE,67.47,0.0,SE - construction_tools_safety
878,food_drink,MS,15.1,0.0,MS - food_drink
879,agro_industry_and_commerce,SC,27.24,0.0,SC - agro_industry_and_commerce
880,cool_stuff,PB,42.6,0.0,PB - cool_stuff
881,dvds_blu_ray,AL,22.85,0.0,AL - dvds_blu_ray
882,market_place,AC,25.47,0.0,AC - market_place
883,art,MT,27.44,0.0,MT - art
884,home_construction,RN,76.02,0.0,RN - home_construction
885,agro_industry_and_commerce,PA,88.59,0.0,PA - agro_industry_and_commerce
886,computers,PR,70.21,0.0,PR - computers
887,fashion_sport,MA,108.47,0.0,MA - fashion_sport
888,art,MS,21.4,0.0,MS - art
889,books_general_interest,AC,61.86,0.0,AC - books_general_interest
890,fashion_childrens_clothes,BA,17.07,0.0,BA - fashion_childrens_clothes
891,fixed_telephony,MS,16.05,0.0,MS - fixed_telephony
892,tablets_printing_image,MA,25.56,0.0,MA - tablets_printing_image
893,industry_commerce_and_business,MA,32.79,0.0,MA - industry_commerce_and_business
894,kitchen_dining_laundry_garden_furniture,AL,26.44,0.0,AL - kitchen_dining_laundry_garden_furniture
895,fashion_bags_accessories,AC,31.3,0.0,AC - fashion_bags_accessories
896,fashion_childrens_clothes,RJ,14.52,0.0,RJ - fashion_childrens_clothes
897,small_appliances_home_oven_and_coffee,PE,32.48,0.0,PE - small_appliances_home_oven_and_coffee
898,perfumery,PB,30.96,0.0,PB - perfumery
899,audio,RS,16.73,0.0,RS - audio
900,fashion_shoes,MT,24.16,0.0,MT - fashion_shoes
901,costruction_tools_tools,GO,19.77,0.0,GO - costruction_tools_tools
902,books_technical,CE,19.51,0.0,CE - books_technical
903,auto,AC,30.23,0.0,AC - auto
904,computers_accessories,AM,37.44,0.0,AM - computers_accessories
905,garden_tools,RR,39.17,0.0,RR - garden_tools
906,books_technical,RS,18.83,0.0,RS - books_technical
907,construction_tools_safety,GO,14.59,0.0,GO - construction_tools_safety
908,bed_bath_table,AM,32.67,0.0,AM - bed_bath_table
909,food,RS,20.13,0.0,RS - food
910,industry_commerce_and_business,RN,44.97,0.0,RN - industry_commerce_and_business
911,luggage_accessories,RO,69.52,0.0,RO - luggage_accessories
912,cool_stuff,TO,34.49,0.0,TO - cool_stuff
913,computers_accessories,AP,32.63,0.0,AP - computers_accessories
914,signaling_and_security,RS,31.06,0.0,RS - signaling_and_security
915,office_furniture,AM,41.27,0.0,AM - office_furniture
916,electronics,AC,44.78,0.0,AC - electronics
917,fashion_underwear_beach,MG,15.33,0.0,MG - fashion_underwear_beach
918,pet_shop,PI,44.27,0.0,PI - pet_shop
919,sports_leisure,AC,43.79,0.0,AC - sports_leisure
920,furniture_living_room,PR,33.07,0.0,PR - furniture_living_room
921,construction_tools_lights,GO,38.42,0.0,GO - construction_tools_lights
922,party_supplies,SC,37.63,0.0,SC - party_supplies
923,construction_tools_lights,ES,27.85,0.0,ES - construction_tools_lights
924,food,CE,20.96,0.0,CE - food
925,dvds_blu_ray,SC,21.15,0.0,SC - dvds_blu_ray
926,computers,MA,40.35,0.0,MA - computers
927,books_general_interest,MG,17.56,0.0,MG - books_general_interest
928,construction_tools_lights,TO,51.51,0.0,TO - construction_tools_lights
929,home_construction,MA,59.01,0.0,MA - home_construction
930,computers,DF,43.92,0.0,DF - computers
931,audio,PI,26.86,0.0,PI - audio
932,home_confort,PI,46.95,0.0,PI - home_confort
933,fixed_telephony,SC,17.66,0.0,SC - fixed_telephony
934,drinks,SC,17.84,0.0,SC - drinks
935,christmas_supplies,BA,30.4,0.0,BA - christmas_supplies
936,fashion_underwear_beach,DF,15.54,0.0,DF - fashion_underwear_beach
937,market_place,DF,19.81,0.0,DF - market_place
938,costruction_tools_garden,RN,24.51,0.0,RN - costruction_tools_garden
939,home_appliances,RS,22.55,0.0,RS - home_appliances
940,home_construction,DF,23.03,0.0,DF - home_construction
941,diapers_and_hygiene,PR,19.47,0.0,PR - diapers_and_hygiene
942,luggage_accessories,PB,37.9,0.0,PB - luggage_accessories
943,home_appliances_2,CE,109.46,0.0,CE - home_appliances_2
944,art,PA,40.22,0.0,PA - art
945,kitchen_dining_laundry_garden_furniture,PA,37.9,0.0,PA - kitchen_dining_laundry_garden_furniture
946,small_appliances,AC,46.91,0.0,AC - small_appliances
947,market_place,MA,28.08,0.0,MA - market_place
948,fashion_sport,PR,15.1,0.0,PR - fashion_sport
949,small_appliances,RN,32.96,0.0,RN - small_appliances
950,computers,MG,45.8,0.0,MG - computers
