,product_category_name_english,total_revenue,customer_city
1652,air_conditioning,1330.0,valinhos
1653,office_furniture,1328.99,cascavel
1654,sports_leisure,1327.5,rio negro
1655,office_furniture,1326.5,itabira
1656,bed_bath_table,1326.06,conselheiro lafaiete
1657,telephony,1325.9,linhares
1658,cool_stuff,1325.05,jacarei
1659,fixed_telephony,1324.99,piracicaba
1660,garden_tools,1324.9,santarem
1661,kitchen_dining_laundry_garden_furniture,1323.8,brasilia
1662,watches_gifts,1323.0,campestre da serra
1663,agro_industry_and_commerce,1323.0,goiania
1664,auto,1322.95,tremembe
1665,cool_stuff,1320.06,piracicaba
1666,bed_bath_table,1319.8000000000002,sao jose
1667,auto,1319.8000000000002,paracambi
1668,bed_bath_table,1318.1899999999998,sao sebastiao
1669,sports_leisure,1317.78,taubate
1670,cool_stuff,1316.5900000000001,taubate
1671,furniture_decor,1316.4399999999998,rio branco
1672,electronics,1316.1299999999999,nova iguacu
1673,auto,1316.0,nova olinda
1674,health_beauty,1315.52,novo hamburgo
1675,sports_leisure,1314.76,chapeco
1676,stationery,1314.1999999999998,joao pessoa
1677,auto,1313.8,cruz alta
1678,health_beauty,1312.9699999999998,manhuacu
1679,toys,1312.52,votorantim
1680,consoles_games,1312.47,sao bernardo do campo
1681,housewares,1310.48,natal
1682,small_appliances,1310.0,cambe
1683,housewares,1308.94,santana de parnaiba
1684,computers_accessories,1308.4,sete lagoas
1685,computers_accessories,1307.2099999999998,teresopolis
1686,small_appliances,1305.99,aparecida
1687,computers_accessories,1305.9099999999999,marilia
1688,bed_bath_table,1305.57,vicosa
1689,perfumery,1305.18,limeira
1690,furniture_decor,1304.6399999999999,passo fundo
1691,cool_stuff,1302.56,canoas
1692,consoles_games,1302.46,santo andre
1693,musical_instruments,1301.69,feira de santana
1694,cool_stuff,1300.78,pocos de caldas
1695,home_appliances_2,1300.5,timbo
1696,bed_bath_table,1300.15,mogi-guacu
1697,computers,1300.0,barao ataliba nogueira
1698,computers,1300.0,esteio
1699,computers,1300.0,itabirito
1700,computers,1300.0,leme
1701,computers,1300.0,barra longa
1702,computers,1300.0,aracaju
1703,construction_tools_construction,1299.99,mucuri
1704,computers,1299.9,santos
1705,computers,1299.9,porto velho
1706,health_beauty,1299.9,joao camara
1707,computers,1299.9,itapaje
1708,health_beauty,1299.9,itaguacu
1709,perfumery,1299.19,caxias do sul
1710,pet_shop,1299.08,campo grande
1711,construction_tools_construction,1299.0,alta floresta
1712,watches_gifts,1299.0,santa fe de goias
1713,sports_leisure,1298.7,jaboticabal
1714,health_beauty,1297.99,russas
1715,baby,1297.99,promissao
1716,sports_leisure,1297.66,volta redonda
1717,computers_accessories,1297.3000000000002,taquaritinga
1718,musical_instruments,1297.25,itatinga
1719,housewares,1296.9,jaboatao dos guararapes
1720,luggage_accessories,1296.19,curitiba
1721,fixed_telephony,1295.0,volta redonda
1722,perfumery,1293.37,bauru
1723,health_beauty,1292.25,gravatai
1724,cool_stuff,1291.17,maceio
1725,watches_gifts,1290.8000000000002,araguari
1726,cool_stuff,1289.17,contagem
1727,,1289.0,ponte nova
1728,furniture_decor,1287.9,chapeco
1729,sports_leisure,1287.05,aracaju
1730,toys,1285.75,taboao da serra
1731,watches_gifts,1285.7,lajeado
1732,musical_instruments,1284.9,aracaju
1733,sports_leisure,1284.8,itajuba
1734,small_appliances,1283.77,guarulhos
1735,stationery,1283.3,tatui
1736,sports_leisure,1282.74,conselheiro lafaiete
1737,toys,1281.77,araraquara
1738,health_beauty,1280.52,caratinga
1739,watches_gifts,1280.5,blumenau
1740,health_beauty,1280.0,parauapebas
1741,auto,1280.0,ipira
1742,perfumery,1279.59,suzano
1743,bed_bath_table,1278.8600000000001,canoas
1744,furniture_decor,1278.04,teresopolis
1745,sports_leisure,1277.98,campo mourao
1746,luggage_accessories,1276.29,sao bernardo do campo
1747,auto,1275.29,angra dos reis
1748,housewares,1275.2,vicosa
1749,watches_gifts,1275.0,sao joao da boa vista
1750,watches_gifts,1272.9,araraquara
1751,watches_gifts,1272.8899999999999,armacao dos buzios
1752,industry_commerce_and_business,1272.0,brasilia
1753,furniture_decor,1270.9099999999999,novo hamburgo
1754,construction_tools_safety,1270.88,bauru
1755,health_beauty,1270.37,brusque
1756,watches_gifts,1269.89,mococa
1757,cool_stuff,1269.88,itajai
1758,auto,1269.09,jacarei
1759,fashion_underwear_beach,1268.95,sao paulo
1760,watches_gifts,1268.93,itanhaem
1761,baby,1268.9,leme
1762,cool_stuff,1268.88,nova friburgo
1763,baby,1268.7900000000002,mogi-guacu
1764,health_beauty,1268.6399999999999,patos de minas
1765,cool_stuff,1268.5300000000002,campos dos goytacazes
1766,auto,1268.32,vila velha
1767,health_beauty,1267.6200000000001,teresopolis
1768,cool_stuff,1266.8600000000001,betim
1769,bed_bath_table,1265.0,aparecida de goiania
1770,pet_shop,1262.7799999999997,teresina
1771,baby,1261.63,erechim
1772,fashion_bags_accessories,1261.5899999999997,santo andre
1773,cool_stuff,1261.26,petropolis
1774,agro_industry_and_commerce,1261.0,salvador
1775,sports_leisure,1260.6999999999998,boa vista
1776,sports_leisure,1259.59,ribeirao das neves
1777,toys,1259.28,mage
1778,housewares,1258.3,duque de caxias
1779,cool_stuff,1256.0700000000002,indaiatuba
1780,watches_gifts,1255.79,catanduva
1781,bed_bath_table,1255.6299999999999,itupeva
1782,furniture_decor,1253.97,palhoca
1783,baby,1252.9699999999998,carapicuiba
1784,bed_bath_table,1252.47,timoteo
1785,health_beauty,1252.23,tremembe
1786,toys,1251.73,jacarei
1787,bed_bath_table,1251.01,nilopolis
1788,perfumery,1250.49,taboao da serra
1789,health_beauty,1250.05,ribeirao pires
1790,garden_tools,1250.0,bom retiro do sul
1791,garden_tools,1250.0,altinopolis
1792,toys,1249.97,guaruja
1793,bed_bath_table,1249.76,cariacica
1794,watches_gifts,1249.49,ipueiras
1795,housewares,1248.95,itatiba
1796,health_beauty,1248.65,guarapuava
1797,furniture_decor,1248.56,rio claro
1798,baby,1248.48,uberlandia
1799,watches_gifts,1248.44,novo hamburgo
1800,toys,1247.1599999999999,canoas
1801,watches_gifts,1246.8000000000002,americana
1802,garden_tools,1246.5000000000002,botucatu
1803,baby,1246.38,varginha
1804,books_general_interest,1245.89,brasilia
1805,furniture_decor,1245.52,itanhaem
1806,furniture_decor,1244.28,limeira
1807,musical_instruments,1244.0,carapicuiba
1808,small_appliances,1243.69,ribeirao preto
1809,bed_bath_table,1243.46,itaquaquecetuba
1810,baby,1242.8,carangola
1811,health_beauty,1240.63,birigui
1812,health_beauty,1240.3700000000001,joacaba
1813,bed_bath_table,1240.1799999999998,sertaozinho
1814,toys,1239.56,campo grande
1815,computers_accessories,1239.0100000000002,montes claros
1816,watches_gifts,1239.0,caruaru
1817,garden_tools,1238.4000000000003,itapolis
1818,bed_bath_table,1237.0099999999998,santa barbara d'oeste
1819,stationery,1236.77,goiania
1820,office_furniture,1236.68,ribeirao preto
1821,computers_accessories,1236.37,natal
1822,health_beauty,1236.2099999999998,itajai
1823,sports_leisure,1236.05,vinhedo
1824,watches_gifts,1235.8899999999999,itapecerica da serra
1825,office_furniture,1235.3600000000001,colombo
1826,furniture_decor,1235.3,itajai
1827,agro_industry_and_commerce,1234.0,tapiratiba
1828,watches_gifts,1233.8,bage
1829,baby,1233.3000000000002,pocos de caldas
1830,cool_stuff,1232.29,guarapari
1831,market_place,1232.1799999999998,rio de janeiro
1832,bed_bath_table,1232.0,unai
1833,auto,1231.33,criciuma
1834,telephony,1230.99,tucurui
1835,computers_accessories,1230.78,rio branco
1836,computers_accessories,1230.77,nova lima
1837,garden_tools,1229.95,natal
1838,office_furniture,1229.2799999999997,cuiaba
1839,bed_bath_table,1228.7,varzea paulista
1840,garden_tools,1228.67,suzano
1841,home_construction,1228.5,osorio
1842,computers_accessories,1228.2599999999998,santa barbara d'oeste
1843,consoles_games,1226.8899999999999,caxias do sul
1844,cool_stuff,1225.9,itauna
1845,baby,1225.82,caraguatatuba
1846,telephony,1224.99,chapada
1847,bed_bath_table,1224.24,uba
1848,furniture_decor,1222.8799999999999,natal
1849,electronics,1222.74,teresina
1850,perfumery,1222.6999999999998,caraguatatuba
1851,sports_leisure,1221.56,nilopolis
1852,computers_accessories,1220.9,assis
1853,furniture_decor,1220.4699999999998,criciuma
1854,telephony,1220.02,osasco
1855,office_furniture,1219.77,sao jose do rio preto
1856,health_beauty,1219.6999999999998,santa barbara
1857,cool_stuff,1218.87,itapevi
1858,garden_tools,1218.85,sao joao de meriti
1859,sports_leisure,1217.99,francisco beltrao
1860,health_beauty,1217.25,espirito santo do pinhal
1861,sports_leisure,1216.58,valinhos
1862,auto,1216.3899999999999,macapa
1863,pet_shop,1215.9,divinopolis
1864,perfumery,1215.6599999999999,sao goncalo
1865,health_beauty,1215.58,rio verde
1866,garden_tools,1215.1599999999999,uberlandia
1867,computers_accessories,1215.15,lauro de freitas
1868,telephony,1214.99,bom conselho
1869,home_construction,1214.1,campo grande
1870,stationery,1213.49,jundiai
1871,consoles_games,1212.25,guarulhos
1872,watches_gifts,1211.9,trindade
1873,bed_bath_table,1209.9,joao pessoa
1874,baby,1209.77,rio das ostras
1875,computers_accessories,1207.98,nilopolis
1876,sports_leisure,1206.4,caieiras
1877,kitchen_dining_laundry_garden_furniture,1205.6999999999998,porto alegre
1878,toys,1205.5900000000001,petropolis
1879,bed_bath_table,1205.49,birigui
1880,pet_shop,1205.3999999999999,osasco
1881,baby,1204.79,altamira
1882,consoles_games,1203.93,salvador
1883,home_construction,1203.5,serra
1884,electronics,1203.37,sao jose dos campos
1885,sports_leisure,1202.9299999999998,braganca paulista
1886,sports_leisure,1202.73,joinville
1887,cool_stuff,1202.44,campina grande
1888,cool_stuff,1201.8600000000001,teresopolis
1889,bed_bath_table,1201.49,valenca
1890,baby,1200.29,hortolandia
1891,computers,1200.0,sao lourenco do sul
1892,computers,1200.0,bertioga
1893,computers,1200.0,camanducaia
1894,computers,1200.0,sao luis
1895,computers,1200.0,palmas
1896,computers,1200.0,porto uniao
1897,computers,1200.0,nova olinda do maranhao
1898,computers,1200.0,cedro de sao joao
1899,computers,1200.0,rio branco
1900,computers,1200.0,capivari
1901,computers,1200.0,alto paraiso
1902,computers,1200.0,pacaja
1903,watches_gifts,1200.0,pacaja
1904,furniture_decor,1199.95,panambi
1905,auto,1199.9,bom jesus do araguaia
1906,health_beauty,1199.9,colider
1907,,1199.6999999999998,maracanau
1908,small_appliances,1199.0,paulinia
1909,health_beauty,1199.0,tapiramuta
1910,electronics,1199.0,vargem grande paulista
1911,sports_leisure,1199.0,reginopolis
1912,small_appliances,1199.0,sao caetano do sul
1913,garden_tools,1199.0,passagem
1914,computers_accessories,1199.0,auriflama
1915,computers,1198.0,barra mansa
1916,computers,1198.0,santa cruz do capibaribe
1917,luggage_accessories,1197.9,imbuia
1918,construction_tools_construction,1195.0,maceio
1919,health_beauty,1194.78,aruja
1920,computers_accessories,1192.3000000000002,cariacica
1921,garden_tools,1191.7600000000002,ubatuba
1922,health_beauty,1190.65,coari
1923,home_appliances,1190.0,campos sales
1924,health_beauty,1189.9900000000002,volta redonda
1925,fixed_telephony,1189.98,santa maria
1926,fashion_bags_accessories,1189.3,contagem
1927,watches_gifts,1189.28,ipatinga
1928,health_beauty,1188.99,ji-parana
1929,toys,1188.4299999999998,sao caetano do sul
1930,housewares,1187.4899999999998,aracaju
1931,garden_tools,1186.0,ampere
1932,sports_leisure,1185.88,piratininga
1933,electronics,1185.5799999999997,guarulhos
1934,small_appliances,1184.5700000000002,salvador
1935,toys,1184.46,betim
1936,perfumery,1184.1799999999998,sao carlos
1937,computers_accessories,1184.17,pocos de caldas
1938,auto,1183.93,lages
1939,furniture_decor,1182.1,ananindeua
1940,furniture_decor,1181.73,sao jose dos pinhais
1941,furniture_decor,1181.68,ribeirao pires
1942,health_beauty,1181.49,boituva
1943,furniture_decor,1181.4,itaborai
1944,garden_tools,1180.58,cachoeirinha
1945,cool_stuff,1180.06,ipatinga
1946,furniture_decor,1178.3999999999999,pouso alegre
1947,toys,1177.77,duque de caxias
1948,consoles_games,1177.5900000000001,barueri
1949,pet_shop,1176.9,oliveira
1950,toys,1175.4599999999998,sao carlos
1951,housewares,1174.8100000000002,joao pessoa
1952,construction_tools_construction,1173.9,belford roxo
1953,computers_accessories,1173.29,passo fundo
1954,furniture_living_room,1173.2400000000002,petropolis
1955,furniture_decor,1171.8000000000002,macatuba
1956,baby,1171.67,guaruja
1957,housewares,1171.6,mococa
1958,furniture_decor,1171.1,petrolina
1959,housewares,1170.0,sao joao nepomuceno
1960,office_furniture,1169.95,peruibe
1961,watches_gifts,1169.44,novo progresso
1962,health_beauty,1168.3600000000001,juazeiro do norte
1963,fashion_bags_accessories,1168.29,americana
1964,perfumery,1168.08,nova iguacu
1965,cool_stuff,1167.8600000000001,marica
1966,computers_accessories,1166.8700000000001,umuarama
1967,furniture_decor,1166.6999999999998,palmas
1968,consoles_games,1166.0,jaboatao dos guararapes
1969,music,1165.97,goiatuba
1970,cool_stuff,1165.8000000000002,praia grande
1971,housewares,1165.46,aracatuba
1972,air_conditioning,1164.89,guarulhos
1973,stationery,1162.6,vila velha
1974,computers_accessories,1161.3600000000001,suzano
1975,garden_tools,1160.0,brejo do cruz
1976,garden_tools,1160.0,tres lagoas
1977,telephony,1159.6200000000001,juiz de fora
1978,,1159.0,barra de sao joao
1979,computers_accessories,1158.25,pinhalao
1980,health_beauty,1158.1999999999998,sao roque
1981,fashion_bags_accessories,1158.07,recife
1982,home_appliances,1158.0,canoas
1983,health_beauty,1157.48,chapeco
1984,housewares,1157.31,valinhos
1985,bed_bath_table,1156.29,caieiras
1986,computers_accessories,1155.65,sao jose
1987,consoles_games,1155.6000000000001,serra
1988,signaling_and_security,1154.1499999999999,rio de janeiro
1989,home_appliances,1152.6,sao jose do rio preto
1990,computers_accessories,1150.4800000000002,atibaia
1991,health_beauty,1150.0,americo brasiliense
1992,computers_accessories,1149.8700000000001,abaetetuba
1993,cool_stuff,1149.8200000000002,feira de santana
1994,construction_tools_safety,1149.28,uberaba
1995,housewares,1149.0,campos do jordao
1996,bed_bath_table,1148.99,trindade do sul
1997,housewares,1148.29,carapicuiba
1998,garden_tools,1148.1799999999998,limeira
1999,home_appliances_2,1148.0,garuva
2000,telephony,1146.99,taboao da serra
2001,toys,1146.0000000000002,sao luis
2002,health_beauty,1145.6799999999998,trindade
2003,pet_shop,1145.39,petropolis
2004,sports_leisure,1145.3899999999999,bento goncalves
2005,health_beauty,1143.78,natividade
2006,toys,1143.6899999999998,votuporanga
2007,garden_tools,1143.4899999999998,santa maria
2008,housewares,1142.7799999999997,pocos de caldas
2009,office_furniture,1142.77,indaiatuba
2010,auto,1142.37,sao vicente
2011,watches_gifts,1142.0,valparaiso de goias
2012,sports_leisure,1141.6,itanhaem
2013,bed_bath_table,1141.43,sao jose dos pinhais
2014,,1141.22,sao jose dos campos
2015,housewares,1140.99,mariana
2016,housewares,1140.8899999999999,volta redonda
2017,cine_photo,1140.52,sao paulo
2018,computers_accessories,1139.0,fatima do sul
2019,construction_tools_construction,1138.3,ipua
2020,sports_leisure,1138.0,araripina
2021,cool_stuff,1137.9,carmo do paranaiba
2022,computers_accessories,1137.8,rio das ostras
2023,bed_bath_table,1137.8,orlandia
2024,sports_leisure,1136.49,aparecida de goiania
2025,pet_shop,1135.79,santo antonio do monte
2026,telephony,1135.6799999999998,simoes filho
2027,watches_gifts,1135.52,itapira
2028,perfumery,1135.17,sumare
2029,health_beauty,1135.0,guarani
2030,furniture_decor,1134.94,linhares
2031,watches_gifts,1134.37,sao sebastiao do paraiso
2032,baby,1133.37,joao pessoa
2033,music,1133.2800000000002,sao paulo
2034,telephony,1133.28,barueri
2035,sports_leisure,1133.08,guarapari
2036,health_beauty,1133.05,conselheiro lafaiete
2037,baby,1131.98,rondonopolis
2038,auto,1130.96,uberlandia
2039,luggage_accessories,1130.7,macae
2040,watches_gifts,1128.8,mage
2041,kitchen_dining_laundry_garden_furniture,1128.0,apucarana
2042,computers_accessories,1127.77,canoas
2043,bed_bath_table,1127.62,cajamar
2044,cool_stuff,1126.85,volta redonda
2045,cool_stuff,1126.48,ponta grossa
2046,telephony,1126.3000000000002,nova iguacu
2047,musical_instruments,1125.9,araruama
2048,musical_instruments,1125.89,itatiba
2049,watches_gifts,1124.9,ananindeua
2050,toys,1124.6799999999998,divinopolis
2051,perfumery,1124.37,feira de santana
2052,construction_tools_construction,1123.0,volta redonda
2053,cool_stuff,1122.99,santa vitoria
2054,watches_gifts,1122.9799999999998,caxias do sul
2055,health_beauty,1122.74,cubatao
2056,housewares,1122.63,betim
2057,musical_instruments,1122.0,vitorino freire
2058,cool_stuff,1121.66,guaruja
2059,telephony,1120.99,esperanca
2060,cool_stuff,1119.95,itapira
2061,books_technical,1119.9,rio de janeiro
2062,health_beauty,1119.73,pindamonhangaba
2063,health_beauty,1118.95,pelotas
2064,watches_gifts,1117.92,pinhais
2065,home_appliances_2,1117.9,resende
2066,,1117.8,apiuna
2067,office_furniture,1117.8,jandaia do sul
2068,bed_bath_table,1117.0,bom despacho
2069,toys,1116.28,guaratingueta
2070,furniture_decor,1115.8899999999999,avare
2071,bed_bath_table,1115.76,adamantina
2072,housewares,1115.1499999999999,macae
2073,garden_tools,1115.1200000000001,sao carlos
2074,costruction_tools_garden,1114.95,niteroi
2075,office_furniture,1114.8700000000001,franca
2076,auto,1114.8,caratinga
2077,watches_gifts,1114.8,jau
2078,watches_gifts,1112.7,biguacu
2079,watches_gifts,1112.5,francisco morato
2080,cool_stuff,1110.88,vitoria da conquista
2081,watches_gifts,1109.89,crateus
2082,health_beauty,1109.3600000000001,sobral
2083,furniture_decor,1108.9,irece
2084,garden_tools,1108.85,vila velha
2085,bed_bath_table,1108.3899999999999,esteio
2086,fashion_bags_accessories,1108.29,florianopolis
2087,perfumery,1107.88,praia grande
2088,construction_tools_safety,1107.07,santo andre
2089,baby,1106.99,nova roma do sul
2090,cool_stuff,1106.87,olinda
2091,baby,1106.82,blumenau
2092,computers_accessories,1106.5,tupa
2093,sports_leisure,1105.8899999999999,campos dos goytacazes
2094,computers_accessories,1105.88,arapiraca
2095,watches_gifts,1105.0,esplanada
2096,sports_leisure,1104.27,gravatai
2097,auto,1103.96,sao jose do rio preto
2098,watches_gifts,1102.57,guarapari
2099,auto,1102.24,sao caetano do sul
2100,cool_stuff,1101.8600000000001,camacari
2101,consoles_games,1101.69,sete lagoas
2102,sports_leisure,1100.1899999999998,vicosa
2103,computers,1100.0,cataguases
2104,computers,1100.0,amparo
2105,computers,1100.0,osasco
2106,watches_gifts,1099.99,cacapava
2107,small_appliances,1099.89,pocos de caldas
2108,furniture_living_room,1099.7,jaguariuna
2109,small_appliances,1099.0,bom jardim
2110,garden_tools,1099.0,fronteiras
2111,telephony,1099.0,marataizes
2112,telephony,1099.0,santo antonio do aracangua
2113,telephony,1099.0,santo antonio de padua
2114,telephony,1099.0,caicara do norte
2115,watches_gifts,1099.0,querencia
2116,health_beauty,1099.0,sao joao do piaui
2117,computers_accessories,1098.98,rio claro
2118,computers_accessories,1098.9,morro agudo
2119,perfumery,1098.48,araraquara
2120,small_appliances,1098.0,guaiba
2121,health_beauty,1097.67,sao bento do sul
2122,fashion_bags_accessories,1097.48,ribeirao preto
2123,sports_leisure,1097.2900000000002,santa fe do sul
2124,small_appliances,1096.0,itajai
2125,,1095.78,volta redonda
2126,auto,1095.3899999999999,pelotas
2127,sports_leisure,1095.07,itatiba
2128,housewares,1093.8799999999999,araguari
2129,toys,1093.87,mairipora
2130,health_beauty,1093.41,rio das ostras
2131,health_beauty,1093.31,belford roxo
2132,watches_gifts,1092.9,unai
2133,toys,1091.24,praia grande
2134,sports_leisure,1090.0,pau dos ferros
2135,cool_stuff,1089.59,maringa
2136,office_furniture,1089.43,goiania
2137,garden_tools,1088.88,betim
2138,cool_stuff,1088.67,americana
2139,health_beauty,1088.3899999999999,jequie
2140,garden_tools,1088.01,carapicuiba
2141,,1087.8700000000001,florianopolis
2142,watches_gifts,1086.6,lavras
2143,construction_tools_construction,1085.94,brasilia
2144,computers_accessories,1085.24,foz do iguacu
2145,toys,1085.17,vassouras
2146,construction_tools_construction,1084.94,osasco
2147,housewares,1083.18,franca
2148,furniture_decor,1082.6,aparecida de goiania
2149,computers_accessories,1081.58,ituiutaba
2150,health_beauty,1080.9,bom despacho
2151,luggage_accessories,1080.8899999999999,vila velha
2152,baby,1080.57,canoas
2153,office_furniture,1079.99,biguacu
2154,stationery,1079.92,sao jose dos campos
2155,home_appliances_2,1079.9,nucleo residencial pilar
2156,baby,1079.9,alta floresta
2157,sports_leisure,1079.28,marica
2158,watches_gifts,1079.0,rio bonito
2159,watches_gifts,1078.6,queimados
2160,auto,1077.42,atibaia
2161,computers_accessories,1076.97,santo amaro da imperatriz
2162,cool_stuff,1076.33,catalao
2163,bed_bath_table,1076.28,garopaba
2164,cool_stuff,1075.79,presidente prudente
2165,computers_accessories,1074.9,nova friburgo
2166,watches_gifts,1073.99,joacaba
2167,garden_tools,1073.6,rio verde
2168,baby,1073.37,braganca paulista
2169,telephony,1073.07,serra
2170,garden_tools,1072.9,vitoria da conquista
2171,watches_gifts,1072.57,embu das artes
2172,housewares,1072.25,pouso alegre
2173,sports_leisure,1072.18,frutal
2174,furniture_decor,1071.04,ipatinga
2175,,1071.0200000000002,santo andre
2176,toys,1070.78,cotia
2177,pet_shop,1069.0,ceres
2178,garden_tools,1069.0,juina
2179,health_beauty,1068.0,alto do rodrigues
2180,toys,1067.8999999999999,indaiatuba
2181,stationery,1067.6999999999998,uberlandia
2182,sports_leisure,1066.67,sao jose dos pinhais
2183,computers_accessories,1066.1699999999998,embu das artes
2184,watches_gifts,1066.0,itu
2185,pet_shop,1065.93,ribeirao preto
2186,watches_gifts,1065.77,louveira
2187,housewares,1065.6,sao joao del rei
2188,garden_tools,1065.5,cotia
2189,auto,1064.49,varzea paulista
2190,furniture_decor,1064.22,franco da rocha
2191,toys,1062.74,santa maria
2192,bed_bath_table,1062.72,mage
2193,watches_gifts,1062.53,ribeirao das neves
2194,watches_gifts,1061.99,almirante tamandare
2195,construction_tools_lights,1061.29,belo horizonte
2196,home_appliances,1060.9,bage
2197,industry_commerce_and_business,1060.79,itumbiara
2198,cool_stuff,1060.6,varginha
2199,stationery,1060.1999999999998,paulinia
2200,watches_gifts,1058.99,barra do garcas
2201,cool_stuff,1058.96,pouso alegre
2202,auto,1058.37,franca
2203,musical_instruments,1058.0,araraquara
2204,watches_gifts,1057.9099999999999,aruja
2205,pet_shop,1057.8,natal
2206,stationery,1057.6999999999998,volta redonda
2207,health_beauty,1057.53,fernandopolis
2208,luggage_accessories,1057.4,belem
2209,cool_stuff,1057.26,cariacica
2210,housewares,1056.82,cascavel
2211,furniture_decor,1056.79,mossoro
2212,health_beauty,1056.78,marica
2213,watches_gifts,1056.52,nova lima
2214,fashion_bags_accessories,1055.97,belem
2215,baby,1055.9,ituporanga
2216,sports_leisure,1055.8899999999999,diadema
2217,watches_gifts,1055.78,rio grande
2218,home_construction,1054.81,curitiba
2219,home_appliances,1054.0,santo antonio do pinhal
2220,home_appliances,1054.0,palmeira
2221,home_appliances_2,1054.0,piracicaba
2222,bed_bath_table,1053.9,feira de santana
2223,books_general_interest,1053.69,santos
2224,garden_tools,1053.18,maringa
2225,sports_leisure,1052.98,resende
2226,health_beauty,1052.6699999999998,araraquara
2227,office_furniture,1052.6599999999999,barueri
2228,fashion_bags_accessories,1052.57,osasco
2229,housewares,1051.76,botucatu
2230,housewares,1051.4399999999998,limeira
2231,health_beauty,1050.6099999999997,boa vista
2232,toys,1050.3400000000001,natal
2233,telephony,1050.02,santana de parnaiba
2234,signaling_and_security,1050.0,campina grande
2235,health_beauty,1050.0,navirai
2236,cool_stuff,1049.95,ananindeua
2237,office_furniture,1049.58,palmas
2238,telephony,1049.53,sao vicente
2239,housewares,1049.11,caxias do sul
2240,cool_stuff,1049.0,godoy moreira
2241,cool_stuff,1048.98,barra do pirai
2242,auto,1048.7,paulista
2243,sports_leisure,1048.09,itapecerica da serra
2244,musical_instruments,1048.0,pirapora
2245,watches_gifts,1047.8,tiete
2246,air_conditioning,1047.6,porto alegre
2247,bed_bath_table,1047.09,aracatuba
2248,pet_shop,1046.77,indaiatuba
2249,small_appliances,1045.9,teresopolis
2250,computers_accessories,1045.13,barretos
2251,watches_gifts,1044.8,sinop
2252,watches_gifts,1043.71,santana de parnaiba
2253,furniture_decor,1042.04,muriae
2254,watches_gifts,1040.9,sumare
2255,cool_stuff,1040.07,atibaia
2256,musical_instruments,1039.97,cachoeira do sul
2257,watches_gifts,1039.9,mirassol d'oeste
2258,bed_bath_table,1039.1899999999998,itajuba
2259,sports_leisure,1038.99,ibirite
2260,musical_instruments,1038.0,aguai
2261,construction_tools_lights,1038.0,petropolis
2262,health_beauty,1037.79,rio claro
2263,furniture_decor,1037.4,americana
2264,auto,1037.0,alhandra
2265,furniture_decor,1036.35,sao joao de meriti
2266,cool_stuff,1034.98,taquarituba
2267,luggage_accessories,1034.09,ipatinga
2268,furniture_decor,1034.0,pinhais
2269,garden_tools,1033.9,nova serrana
2270,sports_leisure,1033.69,paulista
2271,perfumery,1032.87,sao leopoldo
2272,food_drink,1032.46,belo horizonte
2273,stationery,1032.0900000000001,sao luis
2274,bed_bath_table,1031.97,angra dos reis
2275,telephony,1031.67,formiga
2276,bed_bath_table,1031.6,nova lima
2277,telephony,1029.99,ibirite
2278,watches_gifts,1029.99,rancharia
2279,office_furniture,1029.62,teresina
2280,small_appliances,1028.9,sao goncalo
2281,garden_tools,1028.9,sao sebastiao
2282,garden_tools,1028.6,nova lima
2283,bed_bath_table,1028.59,artur nogueira
2284,watches_gifts,1027.8,santo antonio de padua
2285,watches_gifts,1027.42,parati
2286,construction_tools_lights,1026.89,jundiai
2287,toys,1026.54,piracicaba
2288,garden_tools,1025.97,londrina
2289,furniture_decor,1025.9399999999998,marilia
2290,bed_bath_table,1025.81,resende
2291,sports_leisure,1022.98,francisco morato
2292,fashion_bags_accessories,1022.9,patrocinio
2293,garden_tools,1022.09,joinville
2294,baby,1021.0899999999999,embu das artes
2295,computers_accessories,1019.96,sumare
2296,musical_instruments,1019.9,santos
2297,construction_tools_lights,1019.74,rio de janeiro
2298,garden_tools,1019.52,hortolandia
2299,baby,1019.0799999999999,americana
2300,computers_accessories,1018.6600000000001,paranavai
2301,watches_gifts,1018.0,simoes filho
2302,construction_tools_safety,1017.84,belo horizonte
2303,furniture_decor,1017.78,lins
2304,housewares,1017.67,barra mansa
2305,auto,1017.04,cotia
2306,telephony,1016.97,itapetininga
2307,auto,1016.0,paty do alferes
2308,baby,1015.6500000000001,duque de caxias
2309,books_general_interest,1014.9,goiania
2310,books_general_interest,1014.5,serra
2311,fashion_bags_accessories,1014.2899999999998,sao jose dos campos
2312,housewares,1014.0,ubajara
2313,health_beauty,1012.3699999999999,petropolis
2314,auto,1011.98,campos dos goytacazes
2315,watches_gifts,1011.9,patos
2316,watches_gifts,1011.48,sao joao de meriti
2317,computers_accessories,1011.46,bento goncalves
2318,watches_gifts,1010.5799999999999,barbacena
2319,sports_leisure,1009.99,itapema
2320,garden_tools,1009.9,santo amaro da imperatriz
2321,office_furniture,1009.8400000000001,maceio
2322,furniture_decor,1009.58,votuporanga
2323,sports_leisure,1009.4200000000001,mesquita
2324,furniture_living_room,1009.3699999999998,guarulhos
2325,sports_leisure,1009.3499999999999,itabuna
2326,baby,1009.0,pacaembu
2327,health_beauty,1008.9,sao joaquim de bicas
2328,watches_gifts,1008.0,itapevi
2329,computers_accessories,1007.82,aracatuba
2330,garden_tools,1007.49,cascavel
